Stations,DireDawa,Ginir,Ameya,DebreWork,Mankush,Debark,Metema,NefasMewcha,Shahura,Alemaya,AwashArba,Gewane,Gambela,Tepi,Maji,Wolaita,Alemteferi,Elidar,Semera,AddisAbabaBoleE,Hosana,Nazeret,SholaGebeya,WolisoGiyon,Ziway,Robe
19900625,6.1,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19900626,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,24.4,-99,0,-99,-99,-99,-99,0,3.1,-99,1.1,0,0
19900627,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,1.1,-99,9,-99,-99,-99,-99,0,0,-99,6.3,0,0
19900628,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,1.8,-99,-99,-99,-99,4.2,0,-99,2.3,0.2,0
19900629,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,3.1,-99,0,-99,-99,-99,-99,8.2,0,-99,0,3.5,1.6
19900630,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,3.2,-99,0.4,-99,10.6,-99,-99,-99,-99,3.3,0,-99,0,6,0
19900701,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,3.2,-99,4.6,-99,0,-99,-99,-99,-99,0,0,-99,13.9,0.4,0
19900702,4.5,0,-99,-99,-99,-99,-99,-99,-99,2.2,-99,1.7,-99,14.9,-99,0,-99,-99,-99,-99,7.2,2,-99,8.6,0,1.3
19900703,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,7.8,0,-99,0.9,0,0
19900704,0.5,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.6,-99,6.9,-99,-99,-99,-99,4.5,36.2,-99,9.2,0,0
19900705,22.8,0,-99,-99,-99,-99,-99,-99,-99,11,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0.3,-99,0,0,4.7
19900706,5.1,0,-99,-99,-99,-99,-99,-99,-99,4,-99,0,-99,7,-99,10.8,-99,-99,-99,-99,0.4,3.7,-99,7.4,21,18
19900707,1.2,0,-99,-99,-99,-99,-99,-99,-99,4.4,-99,0,-99,14,-99,0,-99,-99,-99,-99,0,47,-99,0,0,0
19900708,2,0,-99,-99,-99,-99,-99,-99,-99,3.2,-99,0,-99,0.7,-99,11.7,-99,-99,-99,-99,0.6,1.3,-99,0.7,0,3.2
19900709,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,30,-99,-99,-99,-99,15.2,0,-99,0.9,0,0
19900710,0,0,-99,-99,-99,-99,-99,-99,-99,2,-99,0,-99,15.8,-99,0,-99,-99,-99,-99,9.2,0,-99,3.8,6.8,4.1
19900711,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,30.1,-99,0.1,-99,-99,-99,-99,13.8,4.3,-99,0.3,2,0
19900712,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0.4,28.4,-99,0,3.8,0
19900713,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,2,-99,26.9,-99,4.7,-99,-99,-99,-99,22.3,9.4,-99,8.5,10,0
19900714,4.9,0,-99,-99,-99,-99,-99,-99,-99,6,-99,7.3,-99,0.6,-99,0,-99,-99,-99,-99,13.4,9.5,-99,8.8,5.6,0
19900715,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,1.2,-99,0.5,-99,4,-99,-99,-99,-99,5.5,11.2,-99,6.2,15.4,0
19900716,0.9,0,-99,-99,-99,-99,-99,-99,-99,7,-99,1,-99,2.4,-99,3.3,-99,-99,-99,-99,4.4,0.7,-99,8.4,0,2.6
19900717,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,3.3,-99,5.2,-99,8.6,-99,-99,-99,-99,0,0,-99,2.1,0,0
19900718,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0.8,-99,0.4,-99,5.8,-99,-99,-99,-99,2.4,16,-99,15.9,8.7,3.3
19900719,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,5.5,-99,0,-99,13.3,-99,-99,-99,-99,0,0,-99,4.1,0.2,2.8
19900720,8.7,0.4,-99,-99,-99,-99,-99,-99,-99,6.5,-99,36,-99,14,-99,35.5,-99,-99,-99,-99,6,77,-99,23,35,9
19900721,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,13.2,-99,4.4,-99,-99,-99,-99,0,0,-99,0.3,2.6,2.6
19900722,0.2,0,-99,-99,-99,-99,-99,-99,-99,0.4,-99,0,-99,0,-99,6.1,-99,-99,-99,-99,3.5,4,-99,12.8,0,0.3
19900723,7.1,0.3,-99,-99,-99,-99,-99,-99,-99,5.5,-99,6,-99,0.2,-99,0,-99,-99,-99,-99,0,14.5,-99,3,8.3,0
19900724,3.1,0,-99,-99,-99,-99,-99,-99,-99,0.5,-99,9.6,-99,0.9,-99,0,-99,-99,-99,-99,1.4,5,-99,0.1,3.3,0
19900725,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.2,-99,0.3,-99,-99,-99,-99,0.6,10,-99,11.3,1,0
19900726,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0.6,0,0
19900727,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19900728,6.2,0,-99,-99,-99,-99,-99,-99,-99,24,-99,0.1,-99,27.6,-99,4.3,-99,-99,-99,-99,0,20.9,-99,4,24.8,0
19900729,0,7.6,-99,-99,-99,-99,-99,-99,-99,1.5,-99,0.8,-99,1.2,-99,13.4,-99,-99,-99,-99,7.2,1.5,-99,20.4,9.2,0.3
19900730,1.9,1.1,-99,-99,-99,-99,-99,-99,-99,2.7,-99,3.6,-99,0,-99,0.7,-99,-99,-99,-99,0.2,34.9,-99,19.1,0,3.4
19900731,0,6,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,7.8,0,-99,0.5,4.1,2.1
19900801,0,0,-99,-99,-99,-99,-99,-99,-99,0.5,-99,2.4,-99,0,-99,0,-99,-99,-99,-99,11.5,5.6,-99,29.6,1.2,0.3
19900802,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,31.4,-99,1.4,-99,-99,-99,-99,0,4.3,-99,22,6,0.1
19900803,3.4,0.6,-99,-99,-99,-99,-99,-99,-99,0,-99,14.4,-99,3,-99,0,-99,-99,-99,-99,6.1,0,-99,48.4,0,0.8
19900804,0,0,-99,-99,-99,-99,-99,-99,-99,1.9,-99,0,-99,21.9,-99,12.1,-99,-99,-99,-99,0,9.4,-99,9.5,12.3,17.4
19900805,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,46.2,-99,1,-99,-99,-99,-99,3.1,0,-99,5.2,0.1,9.2
19900806,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,1.2,-99,1.6,-99,0,-99,-99,-99,-99,0,0,-99,10.2,1.6,4.1
19900807,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,3,-99,40.2,-99,4.7,-99,-99,-99,-99,6.6,30.3,-99,8.2,0,0
19900808,24.5,0,-99,-99,-99,-99,-99,-99,-99,7,-99,0,-99,0.6,-99,0,-99,-99,-99,-99,3.2,17.6,-99,0.8,0,8.2
19900809,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0.1,-99,0.8,-99,0,-99,-99,-99,-99,0.9,0,-99,18.8,0,0.6
19900810,2.5,0,-99,-99,-99,-99,-99,-99,-99,3.4,-99,0,-99,3.2,-99,7.4,-99,-99,-99,-99,2,0,-99,0.5,5.2,4.6
19900811,2.1,0,-99,-99,-99,-99,-99,-99,-99,16.7,-99,0,-99,25.7,-99,0,-99,-99,-99,-99,17.5,7.6,-99,31,2.8,0.4
19900812,9.6,0.2,-99,-99,-99,-99,-99,-99,-99,3.6,-99,7,-99,3.2,-99,4.6,-99,-99,-99,-99,1,0,-99,2.7,9.7,17.9
19900813,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,4.2,-99,0.3,-99,-99,-99,-99,0.5,0,-99,3.4,4.7,5
19900814,1.8,0,-99,-99,-99,-99,-99,-99,-99,0,-99,6.3,-99,38,-99,0.5,-99,-99,-99,-99,2.8,0,-99,12.6,7.9,2.6
19900815,0,0,-99,-99,-99,-99,-99,-99,-99,2,-99,0,-99,2.2,-99,0.9,-99,-99,-99,-99,4.7,2.6,-99,1.2,7.7,5.2
19900816,0.3,0,-99,-99,-99,-99,-99,-99,-99,15.5,-99,2.7,-99,16.7,-99,1.5,-99,-99,-99,-99,1.3,0,-99,11.1,0,9.8
19900817,13.4,0,-99,-99,-99,-99,-99,-99,-99,13,-99,2.8,-99,6.7,-99,0.5,-99,-99,-99,-99,3.2,20.3,-99,25.4,11,0
19900818,3.2,0,-99,-99,-99,-99,-99,-99,-99,8,-99,4.8,-99,0,-99,0,-99,-99,-99,-99,0,5.9,-99,25.6,1.9,8.2
19900819,0,0.4,-99,-99,-99,-99,-99,-99,-99,1,-99,0,-99,0.9,-99,23.7,-99,-99,-99,-99,2.6,4.3,-99,14.7,0,1.8
19900820,5.2,0.2,-99,-99,-99,-99,-99,-99,-99,2.5,-99,0,-99,5.6,-99,24.3,-99,-99,-99,-99,3.3,2.1,-99,1.2,29.8,0
19900821,3.6,0,-99,-99,-99,-99,-99,-99,-99,8,-99,8.9,-99,17.5,-99,9.8,-99,-99,-99,-99,1.9,3.6,-99,4.8,7.4,35
19900822,0.9,2.1,-99,-99,-99,-99,-99,-99,-99,0,-99,1.7,-99,14,-99,0.8,-99,-99,-99,-99,2.1,13.1,-99,6.2,2.1,6.9
19900823,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.9,-99,0.2,-99,-99,-99,-99,1.2,10,-99,19.8,1,8.8
19900824,0,0,-99,-99,-99,-99,-99,-99,-99,3.6,-99,0,-99,3.2,-99,0,-99,-99,-99,-99,2,8.3,-99,9.8,0.2,3.8
19900825,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,4.2,-99,0,-99,-99,-99,-99,0,7.4,-99,5.4,0,0
19900826,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,38,-99,0,-99,-99,-99,-99,0,16.3,-99,2.7,0,0
19900827,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,4.9,-99,11.7,-99,0,-99,-99,-99,-99,11.7,0,-99,17.8,11.2,2.2
19900828,1.2,0,-99,-99,-99,-99,-99,-99,-99,25.4,-99,0,-99,0.2,-99,0,-99,-99,-99,-99,2.4,0,-99,15,6.8,0
19900829,12.1,0,-99,-99,-99,-99,-99,-99,-99,24.4,-99,7.9,-99,6,-99,14,-99,-99,-99,-99,8.9,0,-99,3.7,9.3,0
19900830,0,0,-99,-99,-99,-99,-99,-99,-99,10.2,-99,0,-99,14.6,-99,13.3,-99,-99,-99,-99,9.1,0,-99,3,1.7,9.4
19900831,0,0,-99,-99,-99,-99,-99,-99,-99,8,-99,0,-99,37.7,-99,0.9,-99,-99,-99,-99,16,0,-99,8.4,0,12.1
19900901,0.6,0,-99,-99,-99,-99,-99,-99,-99,4.3,-99,3.5,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,3.3,1.7,0
19900902,1.9,0,-99,-99,-99,-99,-99,-99,-99,0,-99,9.5,-99,0,-99,2.1,-99,-99,-99,-99,1.8,30.6,-99,4.5,4.8,6
19900903,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,9.7,-99,0.6,-99,-99,-99,-99,1.3,0,-99,0,0.3,9.2
19900904,0,0,-99,-99,-99,-99,-99,-99,-99,1.8,-99,0.1,-99,0.4,-99,0.8,-99,-99,-99,-99,13.2,2.3,-99,21.9,1.2,0
19900905,3.6,0,-99,-99,-99,-99,-99,-99,-99,8.9,-99,4,-99,0,-99,1.6,-99,-99,-99,-99,0,34.2,-99,3.8,0.2,0
19900906,0,13,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0.8,-99,-99,-99,-99,0,3.3,-99,6.4,0.1,0
19900907,0.6,0.1,-99,-99,-99,-99,-99,-99,-99,2.7,-99,7.4,-99,0.4,-99,21,-99,-99,-99,-99,4.6,0,-99,0.6,1.2,14.9
19900908,0.2,0,-99,-99,-99,-99,-99,-99,-99,21.7,-99,0,-99,4.6,-99,0,-99,-99,-99,-99,13.3,14.3,-99,1.2,4.3,4.7
19900909,1.3,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.2,-99,0,-99,-99,-99,-99,0,27,-99,17.4,0,0.3
19900910,0.2,0,-99,-99,-99,-99,-99,-99,-99,3.9,-99,2.9,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0.5,0.3,0
19900911,0.4,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,2.1,-99,1.5,0,0
19900912,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0.4,1.1,-99,5.3,0,0
19900913,0.1,0,-99,-99,-99,-99,-99,-99,-99,5.5,-99,0,-99,4,-99,0,-99,-99,-99,-99,0,0,-99,2.2,0,11.5
19900914,0,3.4,-99,-99,-99,-99,-99,-99,-99,5.6,-99,0,-99,6.4,-99,0.3,-99,-99,-99,-99,7.8,0,-99,9.4,0,5.1
19900915,0.2,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,17.2,-99,0,-99,-99,-99,-99,0,4.3,-99,7.4,0.8,16.7
19900916,1.2,20.3,-99,-99,-99,-99,-99,-99,-99,36,-99,0,-99,4.8,-99,1.3,-99,-99,-99,-99,6,4.2,-99,8.1,0,18.5
19900917,0,5,-99,-99,-99,-99,-99,-99,-99,0.5,-99,0,-99,23.7,-99,0.7,-99,-99,-99,-99,0.9,0,-99,0,0,11.3
19900918,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,2,-99,1.8,-99,12.7,-99,-99,-99,-99,18.8,10.2,-99,3.6,0,1.8
19900919,1.2,1.9,-99,-99,-99,-99,-99,-99,-99,0.5,-99,4.5,-99,0.7,-99,13.6,-99,-99,-99,-99,15.8,7.4,-99,23,3.4,0
19900920,16.5,19.9,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0.6,-99,-99,-99,-99,16,0,-99,0.3,0,9.1
19900921,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,3.8,-99,4.1,-99,9.5,-99,-99,-99,-99,4.5,0,-99,3.1,0,12.5
19900922,0,0.1,-99,-99,-99,-99,-99,-99,-99,5.4,-99,0,-99,11.7,-99,8.8,-99,-99,-99,-99,5.2,0,-99,1.3,7.5,9.4
19900923,5.7,0,-99,-99,-99,-99,-99,-99,-99,4.5,-99,0,-99,0,-99,2.4,-99,-99,-99,-99,5.8,8.5,-99,1.2,0,4.9
19900924,3.5,0,-99,-99,-99,-99,-99,-99,-99,1.6,-99,0,-99,21.6,-99,1,-99,-99,-99,-99,0,0,-99,0,0,1.6
19900925,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,26.9,-99,0,-99,-99,-99,-99,1,0,-99,1.8,0,0.4
19900926,0.6,0,-99,-99,-99,-99,-99,-99,-99,13.2,-99,6,-99,10.8,-99,2.8,-99,-99,-99,-99,9.2,4.2,-99,9.5,59.3,2
19900927,1,0,-99,-99,-99,-99,-99,-99,-99,5.2,-99,4.5,-99,6.4,-99,0,-99,-99,-99,-99,0,0,-99,2.5,0,2.9
19900928,0,0,-99,-99,-99,-99,-99,-99,-99,2.8,-99,0,-99,1.9,-99,0,-99,-99,-99,-99,0.5,0,-99,0,0,0
19900929,0,0,-99,-99,-99,-99,-99,-99,-99,4.1,-99,0,-99,2.7,-99,0.2,-99,-99,-99,-99,7.4,0,-99,0.5,3.7,5.4
19900930,0,4.3,-99,-99,-99,-99,-99,-99,-99,5.6,-99,0,-99,3.2,-99,2,-99,-99,-99,-99,1.8,0,-99,15.8,0,2.1
19901001,0,56.8,-99,-99,-99,-99,-99,-99,-99,16,-99,0,-99,11.3,-99,7.6,-99,-99,-99,-99,1.7,6.3,-99,9.2,0,2.1
19901002,0,0,-99,-99,-99,-99,-99,-99,-99,0.2,-99,0,-99,27.8,-99,0,-99,-99,-99,-99,19.3,0,-99,0.1,0,10.9
19901003,0,1.3,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,17.9,-99,0,-99,-99,-99,-99,3.5,0,-99,0,0,10.6
19901004,0,0,-99,-99,-99,-99,-99,-99,-99,2.1,-99,0,-99,0,-99,0,-99,-99,-99,-99,2,0,-99,0,0,0.1
19901005,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.4,-99,0,-99,-99,-99,-99,0,0,-99,0,0,3
19901006,0,0.2,-99,-99,-99,-99,-99,-99,-99,19.6,-99,0,-99,18.1,-99,1.8,-99,-99,-99,-99,0,0,-99,0,0,0
19901007,0,0.5,-99,-99,-99,-99,-99,-99,-99,15.4,-99,0,-99,14.8,-99,3.9,-99,-99,-99,-99,14,0,-99,0,0.5,6.1
19901008,0,1.5,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,3.9,-99,3.5,-99,-99,-99,-99,0,0,-99,0,0,2.3
19901009,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,25.4,-99,1.1,-99,-99,-99,-99,0,0,-99,0,0,4.1
19901010,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,4.9
19901011,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,2,-99,-99,-99,-99,0,0,-99,0,0,3.3
19901012,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,7.3
19901013,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,13.3,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901014,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,22.5,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901015,0,18.7,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,3.7,-99,0.8,-99,-99,-99,-99,0,0,-99,0,0,0.2
19901016,3.6,1.6,-99,-99,-99,-99,-99,-99,-99,0,-99,0.1,-99,0.2,-99,0,-99,-99,-99,-99,0,0.7,-99,0,0,10.9
19901017,0,0.2,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,3.6,-99,0,-99,-99,-99,-99,0,0,-99,0,0,4.2
19901018,0,1.8,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,15.6,-99,0.7,-99,-99,-99,-99,0,0,-99,0,0,0.1
19901019,0,17,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,2.6,-99,-99,-99,-99,0,0,-99,0,0,0
19901020,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,18.3
19901021,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0.3
19901022,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901023,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901024,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901025,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,11.5,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901026,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.8,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901027,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901028,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901029,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901030,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901031,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901101,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901102,0,2.3,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,7
19901103,0,2.8,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2,-99,0,-99,-99,-99,-99,0,0,-99,0,0,5.6
19901104,0,0.2,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,6.1,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901105,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.2,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901106,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901107,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,8.4,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901108,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,3.3,-99,2.2,-99,-99,-99,-99,0,0,-99,0,0,0
19901109,0,4.3,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.7,-99,0.2,-99,-99,-99,-99,0,0,-99,0,0,0
19901110,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,7.4,-99,1,-99,-99,-99,-99,2.8,0,-99,0,0,0.2
19901111,0,6,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,1.2,-99,3.4,-99,-99,-99,-99,4,0,-99,0,0,4
19901112,0,51.8,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,3.7,-99,0,-99,-99,-99,-99,0,0,-99,0,0,11.9
19901113,0,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,9.3,-99,0,-99,-99,-99,-99,0,0,-99,0,0,2.3
19901114,0,8.7,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,4,-99,0,-99,-99,-99,-99,0,0,-99,0,0,13.1
19901115,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,5.8,-99,1.8,-99,-99,-99,-99,0,0,-99,0,0,0
19901116,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901117,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901118,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.5,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901119,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901120,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901121,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.3,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901122,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901123,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901124,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901125,0,6.2,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.6,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901126,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0.4,-99,-99,-99,-99,0,0,-99,0,0,0
19901127,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901128,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,2.5,-99,-99,-99,-99,0,0,-99,0,0,0.3
19901129,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,12.5,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901130,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,2.2,-99,2,-99,-99,-99,-99,0,0,-99,0,0,0
19901201,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.3,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901202,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,8.9,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901203,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.6,-99,8.9,-99,-99,-99,-99,0,0,-99,0,0,0
19901204,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0.4,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901205,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901206,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901207,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901208,0,2.9,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,6.1
19901209,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,20.7,-99,0.3,-99,-99,-99,-99,0,0,-99,0,0,3.1
19901210,0,0,-99,-99,-99,-99,-99,-99,-99,7,-99,0,-99,0,-99,17,-99,-99,-99,-99,1,0,-99,0.2,0,0
19901211,0,4.5,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,5.9,-99,2,-99,-99,-99,-99,0,0,-99,0,0,2.7
19901212,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,4.6,-99,1.1,-99,-99,-99,-99,0,0,-99,0,0,0.7
19901213,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901214,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901215,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901216,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
19901217,0,0,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,-99,-99,0,0,-99,0,0,0
